current,voltage,temperature,power,time
5.087,4.1457,318.7706,21.0893687014252,0.0
6.5446,4.15,318.80429999999996,27.1602409184243,1.0
6.1893,4.1499,318.7494,25.6854324918595,2.0
5.9745,4.15,318.8155,24.7941459493111,3.0
5.7475,4.1499,318.7913,23.8517779772237,4.0
5.5805,4.1499,318.77439999999996,23.1582982279206,5.0
5.3972,4.15,318.7958,22.3983842492385,6.0
5.2347,4.15,318.71119999999996,21.7242955067918,7.0
5.1155,4.1499,318.7911,21.2289754651624,8.0
5.0093,4.15,318.7843,20.7887362701558,9.0
4.8788,4.15,318.8173,20.2471042114921,10.0
4.7837,4.1501,318.8187,19.8526465250761,11.0
4.6804,4.1499,318.83369999999996,19.4234793376995,12.0
4.5576,4.1499,318.8469,18.9136061958079,13.0
4.4976,4.1498,318.83689999999996,18.6642885992314,14.0
4.3903,4.15,318.8564,18.2200170800161,15.0
4.2695,4.1499,318.8318,17.7181989484266,16.0
4.2154,4.15,318.82219999999995,17.4941254520422,17.0
4.1764,4.15,318.8486,17.3320487369911,18.0
4.0865,4.1499,318.8802,16.9583843322689,19.0
4.0245,4.15,318.9161,16.7015279574016,20.0
3.9404,4.1499,318.8753,16.3522520003389,21.0
3.8692,4.15,318.9197,16.0569272966113,22.0
3.8329,4.1499,318.9321,15.9062477243215,23.0
3.8155,4.15,318.8807,15.834633653756,24.0
3.7554,4.1499,318.9047,15.5845045600927,25.0
3.6683,4.1499,318.84189999999995,15.2234229911676,26.0
3.6447,4.1498,318.9024,15.1246648150104,27.0
3.589,4.1499,318.8907,14.8941464730126,28.0
3.5286,4.15,318.91979999999995,14.6436506708055,29.0
3.5069,4.15,318.94759999999997,14.5536683452256,30.0
3.4213,4.1499,318.99739999999997,14.1979779814866,31.0
3.3999,4.15,318.9249,14.1093730872808,32.0
3.3884,4.1499,318.85769999999997,14.06155753428,33.0
3.3113,4.1499,318.9072,13.7413818175985,34.0
3.2946,4.1499,318.9584,13.672245039741,35.0
3.2576,4.15,319.0182,13.5191473795264,36.0
3.2416,4.15,318.9076,13.4527915986899,37.0
3.2256,4.1499,318.9353,13.3861270382595,38.0
3.1684,4.15,318.92839999999995,13.1487291013225,39.0
3.1418,4.15,318.96979999999996,13.0383653726967,40.0
3.0816,4.15,318.9881,12.7885199298828,41.0
3.1159,4.15,318.8931,12.9307078109809,42.0
3.0277,4.1499,318.9659,12.5647151107057,43.0
2.9628,4.1499,319.02689999999996,12.2954813820274,44.0
2.968,4.15,318.99749999999995,12.3170158055682,45.0
2.9495,4.15,318.9607,12.2403662410311,46.0
2.9191,4.15,318.9695,12.1141554244,47.0
2.9101,4.15,318.99969999999996,12.076700427658,48.0
2.9017,4.1499,318.97229999999996,12.0418279318052,49.0
2.8246,4.15,319.1064,11.7220719821169,50.0
2.81,4.1499,319.0788,11.6612316203318,51.0
2.8192,4.1499,319.03639999999996,11.6995133724873,52.0
2.7852,4.15,318.98359999999997,11.5585119170377,53.0
2.7261,4.15,318.95349999999996,11.3134039238615,54.0
2.7507,4.15,318.9758,11.4152450477059,55.0
2.714,4.15,319.05879999999996,11.2628905181593,56.0
2.691,4.1499,319.06919999999997,11.1673189207734,57.0
2.6853,4.15,319.0709,11.1440699274872,58.0
2.6547,4.15,319.10749999999996,11.0167977165665,59.0
2.647,4.1499,319.0678,10.9848220728614,60.0
2.6251,4.1499,319.12879999999996,10.8940685017733,61.0
2.6019,4.15,319.0908,10.7978523893544,62.0
2.5616,4.1499,319.08189999999996,10.6302429568684,63.0
2.5517,4.15,319.08669999999995,10.5892477273273,64.0
2.5699,4.15,319.01669999999996,10.6651329323444,65.0
2.5221,4.15,319.1447,10.4667859032886,66.0
2.5118,4.1501,319.042,10.4240598547933,67.0
2.5217,4.1499,319.11969999999997,10.4646229070829,68.0
2.4615,4.1498,318.9867,10.2147843173631,69.0
2.4894,4.1499,319.0053,10.3309521318588,70.0
2.4655,4.1501,318.9602,10.2321591792804,71.0
2.4446,4.1499,318.95399999999995,10.1448005694216,72.0
2.3941,4.15,318.95619999999997,9.93540131963755,73.0
2.4076,4.1499,318.9247,9.99141975630846,74.0
2.3885,4.15,318.95899999999995,9.91213817624748,75.0
2.3634,4.1499,318.9133,9.808090373906,76.0
2.3398,4.15,318.92179999999996,9.70998805435397,77.0
2.3425,4.1499,318.9844,9.72110816585985,78.0
2.3118,4.15,318.9598,9.5940074123647,79.0
2.3111,4.15,318.96209999999996,9.59123003133061,80.0
2.2597,4.15,318.9274,9.37804736098383,81.0
2.2866,4.15,318.92089999999996,9.48938237937739,82.0
2.2494,4.15,318.93949999999995,9.33495944827519,83.0
2.2611,4.15,318.907,9.38357325230277,84.0
