current,voltage,temperature,power,time
0.4353,4.1499,269.909,1.806340316,283.0
0.4319,4.15,269.9563,1.79233361,284.0
0.4414,4.1499,269.98949999999996,1.831574796,285.0
0.4391,4.1499,270.0267,1.822231719,286.0
0.4436,4.1499,269.9489,1.84094894,287.0
0.4188,4.15,270.00169999999997,1.738058336,288.0
0.4418,4.1499,269.96639999999996,1.833448598,289.0
0.4373,4.15,269.875,1.814778917,290.0
0.4434,4.1499,269.9403,1.840013566,291.0
0.4364,4.1499,270.0447,1.81101486,292.0
0.4281,4.1499,270.02189999999996,1.77637884,293.0
0.4265,4.15,269.92749999999995,1.769899146,294.0
0.4186,4.15,270.0261,1.737139125,295.0
0.4125,4.15,270.0238,1.711871191,296.0
0.4026,4.1499,270.01579999999996,1.670683026,297.0
0.4204,4.15,269.88599999999997,1.744646973,298.0
0.4274,4.15,269.9656,1.773643836,299.0
0.4285,4.1499,270.0107,1.778277271,300.0
0.4244,4.1499,269.91929999999996,1.761441901,301.0
0.4064,4.1498,269.864,1.686564618,302.0
0.4337,4.15,270.0739,1.79980067,303.0
0.4226,4.1499,270.0685,1.753928562,304.0
0.4188,4.15,270.03249999999997,1.73806912,305.0
0.417,4.15,269.98499999999996,1.730582965,306.0
0.435,4.15,270.0404,1.805430041,307.0
0.4247,4.1499,270.0985,1.762358243,308.0
0.4294,4.15,270.03499999999997,1.782046459,309.0
0.4213,4.1499,270.072,1.748332171,310.0
0.4179,4.15,270.0222,1.734324744,311.0
0.4233,4.15,269.99769999999995,1.756799969,312.0
0.4263,4.1499,270.00109999999995,1.768911795,313.0
0.4344,4.1499,270.00939999999997,1.802576404,314.0
0.4321,4.15,270.0105,1.793277447,315.0
0.4229,4.15,270.04139999999995,1.75491272,316.0
0.4285,4.1498,270.01559999999995,1.778197583,317.0
0.4211,4.1499,269.9711,1.747375117,318.0
0.4136,4.1499,270.0229,1.716527365,319.0
0.4256,4.15,269.9631,1.766121999,320.0
0.4093,4.1499,269.9955,1.698738165,321.0
0.4193,4.1498,270.01689999999996,1.739881159,322.0
0.4082,4.1501,270.029,1.694142282,323.0
0.4287,4.1499,270.0066,1.779215304,324.0
0.3999,4.15,269.9994,1.659486117,325.0
0.4024,4.1499,269.95489999999995,1.669739986,326.0
0.4181,4.1499,270.0098,1.735230742,327.0
0.4233,4.15,269.9688,1.756794519,328.0
0.4109,4.1499,269.9389,1.70527835,329.0
0.4003,4.1499,270.06399999999996,1.661323788,330.0
0.4111,4.15,270.02439999999996,1.706253238,331.0
0.3911,4.1499,270.0322,1.622985988,332.0
0.4078,4.1499,269.9894,1.692192987,333.0
0.4073,4.15,269.9398,1.690368945,334.0
0.3936,4.15,269.9475,1.633316164,335.0
0.4179,4.1499,269.96259999999995,1.734279309,336.0
0.4204,4.1499,269.87649999999996,1.744603875,337.0
0.4064,4.1499,269.89009999999996,1.686606284,338.0
0.4199,4.15,269.9779,1.74274381,339.0
0.4127,4.15,269.98539999999997,1.712835699,340.0
0.4254,4.15,269.97479999999996,1.765200086,341.0
0.4136,4.15,269.9262,1.716551231,342.0
0.3931,4.15,269.962,1.631417508,343.0
0.4006,4.15,269.9197,1.662295059,344.0
0.4069,4.15,269.87289999999996,1.688495399,345.0
0.3915,4.15,269.9153,1.624889651,346.0
0.4073,4.15,269.9063,1.690361176,347.0
0.4107,4.1499,269.75739999999996,1.70435866,348.0
0.4057,4.15,269.9864,1.683820923,349.0
0.4035,4.1501,269.94739999999996,1.674515478,350.0
0.3913,4.1501,269.9326,1.623984179,351.0
0.41,4.1499,269.84529999999995,1.70157089,352.0
0.3879,4.1499,269.9749,1.609892513,353.0
0.3796,4.1499,269.9468,1.575285948,354.0
0.3994,4.1499,269.938,1.657579423,355.0
0.4075,4.1499,269.8182,1.691260026,356.0
0.4075,4.15,269.94419999999997,1.691309581,357.0
0.4096,4.1499,269.947,1.699702554,358.0
0.38,4.1499,269.8811,1.57715936,359.0
0.3864,4.15,269.94989999999996,1.603361725,360.0
0.3969,4.1499,269.91319999999996,1.647297468,361.0
0.394,4.15,269.94219999999996,1.635171982,362.0
0.3893,4.1499,269.8812,1.615495097,363.0
0.3879,4.15,269.90319999999997,1.609904906,364.0
0.3893,4.15,269.77729999999997,1.615542432,365.0
0.3938,4.15,269.9423,1.634223892,366.0
0.3868,4.15,269.95259999999996,1.605249953,367.0
0.3767,4.1499,269.91889999999995,1.563122864,368.0
0.3861,4.15,269.9735,1.602426342,369.0
0.3882,4.1499,269.9475,1.610802899,370.0
0.3852,4.15,269.9427,1.598689399,371.0
0.3893,4.15,269.74609999999996,1.615532594,372.0
